PaymentDate,VendorName,PaymentAmount,Fund,FundDescription,Center,CenterName,Account,AccountName,FiscalYear,AccountingPeriod
6/5/2018 0:00,ATS AMERICAN TRAFFIC SOLUTIONS               ,15509,100,GENERAL,22201,PHOTO ENFORCEMENT                  ,52172,PHOTO ENFORCEMENT PROCESS SERVER   ,2018,12
6/5/2018 0:00,ATS AMERICAN TRAFFIC SOLUTIONS               ,109478.67,100,GENERAL,22201,PHOTO ENFORCEMENT                  ,52198,PHOTO ENFORCEMENT CONTRACT         ,2018,12
6/5/2018 0:00,AUTO SAFETY HOUSE                            ,8635.65,700,FLEET MANAGEMENT,20720,VEHICLE ACQUISITIONS               ,53025,FURNITURE & MINOR EQUIPMENT        ,2018,12
6/5/2018 0:00,AUTOZONE INC                                 ,-80.96,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,53720,SMALL TOOLS & EQUIPMENT            ,2018,12
6/5/2018 0:00,BAKER & TAYLOR LLC                           ,1417.02,100,GENERAL,25602,LIBRARY OPERATIONS                 ,53600,LIBRARY MATERIALS                  ,2018,12
6/5/2018 0:00,BLOOD ALCOHOL TESTING & CONSULTING LLC       ,400,100,GENERAL,1051,PROSECUTION                        ,52190,OTHER PROFESSIONAL SERVICES        ,2018,12
6/5/2018 0:00,BROWN WHOLESALE ELECTRIC                     ,9578.52,410,CIP TRANSPORTATION PRIVILEGE TAX ,TB56A,ITS/SIGNAL SYSTEM UPGRADES         ,56084,CONT - STREETS                     ,2018,12
6/5/2018 0:00,C & I SHOW HARDWARE AND SECURITY SYSTEMS INC ,864.8,100,GENERAL,20904,BUILDING MAINTENANCE AND REPAIR    ,53770,MTRS TO MAINT & REPAIR BLDS & IMPR ,2018,12
6/5/2018 0:00,CAROLLO ENGINEERS                            ,2485.35,600,WATER,29110,ENGINEERING/ADMIN - WATER          ,52190,OTHER PROFESSIONAL SERVICES        ,2018,12
6/5/2018 0:00,CAROLLO ENGINEERS                            ,2016.32,610,CIP IWDS,WB69A,IWDS/HVIDP-DESERT MNTN GOLF CLUB   ,56055,DSGN - WATER - WELLS               ,2018,12
6/5/2018 0:00,CITY OF PHOENIX                              ,62.72,600,WATER,29280,WELL SITES                         ,53070,PURCHASED WATER                    ,2018,12
6/5/2018 0:00,COWTOWN BOOTS                                ,125,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,53050,CLOTHING & PERSONAL PROTECT EQUIP  ,2018,12
6/5/2018 0:00,COX COMMUNICATIONS PHOENIX                   ,79,100,GENERAL,25400,PARKS & RECREATION PLANNING & ADMIN,52226,SPECIALTY LINES - COMMUNICATIONS   ,2018,12
6/5/2018 0:00,COX COMMUNICATIONS PHOENIX                   ,79,600,WATER,29200,WATER SERVICES ADMINISTRATION      ,52220,TELEPHONE/BASE                     ,2018,12
6/5/2018 0:00,COX COMMUNICATIONS PHOENIX                   ,3.14,600,WATER,29520,WATER TECHNOLOGY                   ,52226,SPECIALTY LINES - COMMUNICATIONS   ,2018,12
6/5/2018 0:00,DESERT DELITES                               ,175.32,280,SPECIAL PROGRAMS,25494,MCCORMICK RR PK/REV FACILITIES OPER,53101,FOOD PURCHASED FOR RESALE          ,2018,12
6/5/2018 0:00,DEXYP                                        ,75.38,650,SOLID WASTE MANAGEMENT,20541,RECYCLE SERVICES-RES               ,52185,ADVERTISING                        ,2018,12
6/5/2018 0:00,EAST VALLEY SPORTS OFFICIALS                 ,1392,100,GENERAL,25455,ADULT SPORTS PROGRAMS              ,52190,OTHER PROFESSIONAL SERVICES        ,2018,12
6/5/2018 0:00,ECMS INC                                     ,371.14,100,GENERAL,22035,FIRE RESOURCE MANAGEMENT           ,52380,UNIFORM CLEANING                   ,2018,12
6/5/2018 0:00,ECONOLITE CONTROL PRODUCTS INC               ,152687,410,CIP TRANSPORTATION PRIVILEGE TAX ,TB56A,ITS/SIGNAL SYSTEM UPGRADES         ,56084,CONT - STREETS                     ,2018,12
6/5/2018 0:00,ECONOLITE CONTROL PRODUCTS INC               ,124528.6,425,CIP FEDERAL GRANTS,TC04B,ADV TRAFFIC SIG CTRL CABINETS-PH 1 ,56084,CONT - STREETS                     ,2018,12
6/5/2018 0:00,ENGELMAN BERGER PC                           ,1590.78,600,WATER,29110,ENGINEERING/ADMIN - WATER          ,52140,LEGAL SERVICES - ATTORNEYS         ,2018,12
6/5/2018 0:00,ENVIRONMENTAL OPERATING SOLUTIONS INC        ,9317.75,603,WATER RECLAMATION,29380,WATER CAMPUS WATER RECLAMATION PLNT,53051,TREATMENT CHEMICAL(NON-TAXABLE)    ,2018,12
6/5/2018 0:00,EOS FITNESS                                  ,1200,100,GENERAL,22036,PROFESSIONAL STANDARDS             ,52800,SUBSCRIPTIONS & MEMBERSHIPS        ,2018,12
6/5/2018 0:00,ESCRIBERS LLC                                ,199.25,100,GENERAL,25100,PRESERVE PLANNING & ADMINISTRATION ,52190,OTHER PROFESSIONAL SERVICES        ,2018,12
6/5/2018 0:00,EWING IRRIGATION PRODUCTS                    ,108.39,100,GENERAL,21500,WESTWORLD                          ,53780,OTHER MAINTENANCE & REPAIR SUPPLY  ,2018,12
6/5/2018 0:00,EWING IRRIGATION PRODUCTS                    ,363.16,100,GENERAL,25412,MEDIANS & RIGHT-OF-WAY MAINTENANCE ,53770,MTRS TO MAINT & REPAIR BLDS & IMPR ,2018,12
6/5/2018 0:00,EWING IRRIGATION PRODUCTS                    ,688.06,100,GENERAL,25424,MAINTENANCE-CACTUS PARK            ,53770,MTRS TO MAINT & REPAIR BLDS & IMPR ,2018,12
6/5/2018 0:00,FISHERS TOOLS                                ,836.69,200,TRANSPORTATION,20860,TRAFFIC SIGNALS                    ,53790,"MAT TO MAINT & REPAIR MACH, EQUIP  ",2018,12
6/5/2018 0:00,FREEDOM FITNESS                              ,1200,100,GENERAL,22036,PROFESSIONAL STANDARDS             ,52800,SUBSCRIPTIONS & MEMBERSHIPS        ,2018,12
6/5/2018 0:00,GEO S THOMSON CO INC                         ,2661.2,600,WATER,29275,BOOSTER STATIONS                   ,53794,MAT TO MAINT AND REPAIR MECH SYS   ,2018,12
6/5/2018 0:00,GIANTS ENTERPRISES LLC                       ,7672,285,TOURISM DEVELOPMENT,21711,EVENT RETENTION AND DEVELOPMENT    ,52183,EVENT DEVELOPMENT/RETENTION        ,2018,12
6/5/2018 0:00,GOODMANS                                     ,993.96,280,SPECIAL PROGRAMS,1081,COURT ENHANCEMENT                  ,53025,FURNITURE & MINOR EQUIPMENT        ,2018,12
6/5/2018 0:00,GRAINGER                                     ,192.33,100,GENERAL,22035,FIRE RESOURCE MANAGEMENT           ,53021,FIRE STATION SUPPLIES AND EQUIPMENT,2018,12
6/5/2018 0:00,HILL BROTHERS CHEMICAL CO                    ,1560,603,WATER RECLAMATION,29321,SEWER SYSTEM                       ,53051,TREATMENT CHEMICAL(NON-TAXABLE)    ,2018,12
6/5/2018 0:00,HP INC                                       ,302.25,100,GENERAL,21840,CODE ENFORCEMENT                   ,54522,COMPUTER EQUIPMENT                 ,2018,12
6/5/2018 0:00,HP INC                                       ,107.95,400,CIP GENERAL,JD04A,LICENSE AND PERMIT MANAGEMENT SYS  ,56157,IT - EQUIPMENT                     ,2018,12
6/5/2018 0:00,HUGHES FIRE EQUIPMENT INC                    ,529.98,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,52365,"MAINTENANCE, VEH REP/ACCIDENTS     ",2018,12
6/5/2018 0:00,IDEXX LABORATORIES INC                       ,2302.84,600,WATER,29460,WATER LABORATORY                   ,53040,CHEMICALS & LABORATORY SUPPLIES    ,2018,12
6/5/2018 0:00,ITALIAN ASSOCIATION OF ARIZONA               ,3375,285,TOURISM DEVELOPMENT,21711,EVENT RETENTION AND DEVELOPMENT    ,52183,EVENT DEVELOPMENT/RETENTION        ,2018,12
6/5/2018 0:00,JAKES UNLIMITED                              ,3110.11,100,GENERAL,25453,PARKS & REC - YOUTH DEVELOPMENT    ,52876,RECREATION ACTIVITY FEES           ,2018,12
6/5/2018 0:00,JEANNE WILEY                                 ,84,280,SPECIAL PROGRAMS,25396,VIA LINDA SENIOR CONTRIBUTIONS     ,52190,OTHER PROFESSIONAL SERVICES        ,2018,12
6/5/2018 0:00,K2 FITNESS LLC                               ,955.08,100,GENERAL,22036,PROFESSIONAL STANDARDS             ,52800,SUBSCRIPTIONS & MEMBERSHIPS        ,2018,12
6/5/2018 0:00,KRIS CANO                                    ,121.03,280,SPECIAL PROGRAMS,22302,STATE FORFEITURES                  ,52230,OVERNIGHT TRAIN/BUSINESS CONF TRAVL,2018,12
6/5/2018 0:00,LAKESHORE LEARNING MATERIALS                 ,522.83,280,SPECIAL PROGRAMS,25690,LIBRARY BOOK SALES                 ,53030,EDUCATION & RECREATION SUPPLIES    ,2018,12
6/5/2018 0:00,LANGUAGE CONNECTION                          ,190,100,GENERAL,1080,COURT                              ,52170,COURT REPORTERS/TRANSCRIPTION SERV ,2018,12
6/5/2018 0:00,LINCOLN CONSTRUCTORS INC                     ,1779.43,600,WATER,29201,WATER DISTRIBUTION                 ,52190,OTHER PROFESSIONAL SERVICES        ,2018,12
6/5/2018 0:00,LOFTIN EQUIPMENT COMPANY INC                 ,340,100,GENERAL,20902,CONTRACT ADMINISTRATION            ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,12
6/5/2018 0:00,LOFTIN EQUIPMENT COMPANY INC                 ,255,600,WATER,29275,BOOSTER STATIONS                   ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,12
6/5/2018 0:00,LUCAS D MULLER                               ,361.46,100,GENERAL,20908,SPACE PLANNING                     ,52230,OVERNIGHT TRAIN/BUSINESS CONF TRAVL,2018,12
6/5/2018 0:00,MARICOPA COUNTY ENVIRONMENTAL SVCS DEPT      ,120,650,SOLID WASTE MANAGEMENT,20534,SOLID WASTE MANAGEMENT ADMIN SVCS  ,52875,LICENSES & PERMITS                 ,2018,12
6/5/2018 0:00,MATTHEW JOHNSON                              ,139,640,AVIATION,21900,AVIATION                           ,52230,OVERNIGHT TRAIN/BUSINESS CONF TRAVL,2018,12
6/5/2018 0:00,MGC CONTRACTORS INC                          ,47268.01,626,WATER DEVELOPMENT,WB70A,ZONE 14/16 WATER IMPROVEMENTS PH2  ,56092,CONT - WATER - BOOSTER STATION     ,2018,12
6/5/2018 0:00,MGC CONTRACTORS INC                          ,1330237.45,633,2017A MPC BONDS-WATER DF,WB70C,ZONE 14/16 WATER IMP PHSE 2        ,56092,CONT - WATER - BOOSTER STATION     ,2018,12
6/5/2018 0:00,MORRIS VISITOR PUBLICATIONS LLC              ,1219.8,100,GENERAL,21701,DOWNTOWN/CULTURAL PROGRAMS         ,52185,ADVERTISING                        ,2018,12
6/5/2018 0:00,MOTOR VEHICLE DIVISION                       ,4,100,GENERAL,22432,SPECIAL INVESTGATIONS              ,52826,INTERGOVERNMENTAL PAYMENTS         ,2018,12
6/5/2018 0:00,NEECE PRECAST                                ,13360.18,400,CIP GENERAL,YE01A,FACILITIES RPR AND MAINT PGM       ,56082,CONT - BUILDINGS                   ,2018,12
6/5/2018 0:00,PLAYWORKS EDUCATION ENERGIZED                ,2125,285,TOURISM DEVELOPMENT,21711,EVENT RETENTION AND DEVELOPMENT    ,52183,EVENT DEVELOPMENT/RETENTION        ,2018,12
6/5/2018 0:00,REDDY ICE                                    ,1374.46,100,GENERAL,20902,CONTRACT ADMINISTRATION            ,53090,OTHER OPERATING SUPPLIES           ,2018,12
6/5/2018 0:00,RICOH USA INC                                ,299.32,100,GENERAL,1080,COURT                              ,52275,PHOTOCOPY CHARGES                  ,2018,12
6/5/2018 0:00,RICOH USA INC                                ,160.42,100,GENERAL,27220,GRAPHIC AND PRINTING SOLUTIONS *06/,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,12
6/5/2018 0:00,SAFELITE AUTOGLASS                           ,589.61,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,12
6/5/2018 0:00,SALT RIVER VALLEY WATER USERS ASSOCIATION    ,649.21,600,WATER,29280,WELL SITES                         ,52711,ELECTRIC                           ,2018,12
6/5/2018 0:00,SALT WORKS                                   ,3396.78,600,WATER,29221,CAP TREATMENT PLANT                ,53051,TREATMENT CHEMICAL(NON-TAXABLE)    ,2018,12
6/5/2018 0:00,SARAH FERRARA                                ,139,640,AVIATION,21900,AVIATION                           ,52230,OVERNIGHT TRAIN/BUSINESS CONF TRAVL,2018,12
6/5/2018 0:00,SCOTTSDALE COMMUNITY COLLEGE                 ,1500,280,SPECIAL PROGRAMS,1025,MAYORS SCHOLARSHIP PROGRAM         ,52825,GRANTS AND SUBSIDIES               ,2018,12
6/5/2018 0:00,SCOTTSDALE LEAGUE FOR THE ARTS               ,18750,285,TOURISM DEVELOPMENT,21711,EVENT RETENTION AND DEVELOPMENT    ,52183,EVENT DEVELOPMENT/RETENTION        ,2018,12
6/5/2018 0:00,SENERGY PETROLEUM LLC                        ,1705.94,600,WATER,29275,BOOSTER STATIONS                   ,53700,GAS OIL & LUBRICANTS               ,2018,12
6/5/2018 0:00,SHAMROCK FOODS COMPANY                       ,878.18,280,SPECIAL PROGRAMS,25494,MCCORMICK RR PK/REV FACILITIES OPER,53101,FOOD PURCHASED FOR RESALE          ,2018,12
6/5/2018 0:00,SHI INTERNATIONAL CORP                       ,5775.33,100,GENERAL,22425,CRIME LABORATORY                   ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,12
6/5/2018 0:00,SOLE IMAGES                                  ,1167,100,GENERAL,21701,DOWNTOWN/CULTURAL PROGRAMS         ,52270,PRINTING & GRAPHICS SERVICES       ,2018,12
6/5/2018 0:00,SOLE IMAGES                                  ,1866.9,280,SPECIAL PROGRAMS,25690,LIBRARY BOOK SALES                 ,53030,EDUCATION & RECREATION SUPPLIES    ,2018,12
6/5/2018 0:00,SPEEDIE AND ASSOCIATES                       ,133.5,400,CIP GENERAL,PD01A,AQUATICS CHEMICAL SYSTEM REPL      ,56089,CONT - PARKS                       ,2018,12
6/5/2018 0:00,SPEEDIE AND ASSOCIATES                       ,401.5,434,MARICOPA COUNTY DEPT OF TRANSP,TE01A,CAREFREE HWY LEFT TURN LANES       ,56084,CONT - STREETS                     ,2018,12
6/5/2018 0:00,SPEEDIE AND ASSOCIATES                       ,1028.5,446,2015 GO BONDS Q5-PUBLIC SAFETY-FIRE,BC02A,FIRE STATION 613 CONSTRUCTION      ,56082,CONT - BUILDINGS                   ,2018,12
6/5/2018 0:00,SPEEDIE AND ASSOCIATES                       ,253,605,CIP WATER RECLAMATION,VB62B,WASTEWATER COLLECTION SYSTEM IMPROV,56099,CONT - WWATER - COLLECTION SYSTEM  ,2018,12
6/5/2018 0:00,STATE OF ARIZONA - AZSERC                    ,3254.1,650,SOLID WASTE MANAGEMENT,20540,COLLECTION SVC ADMIN-RES           ,52872,LANDFILL - ADEQ FEES               ,2018,12
6/5/2018 0:00,STATE OF ARIZONA - AZSERC                    ,841.11,650,SOLID WASTE MANAGEMENT,20542,BRUSH SERVICES-RES                 ,52872,LANDFILL - ADEQ FEES               ,2018,12
6/5/2018 0:00,STATE OF ARIZONA - AZSERC                    ,1255.53,650,SOLID WASTE MANAGEMENT,20552,FRONT LOAD SERVICE-COMM            ,52872,LANDFILL - ADEQ FEES               ,2018,12
6/5/2018 0:00,STATE OF ARIZONA - AZSERC                    ,159.85,650,SOLID WASTE MANAGEMENT,20553,ROLL OFF SERVICE-COMM              ,52872,LANDFILL - ADEQ FEES               ,2018,12
6/5/2018 0:00,SUPERIOR RECREATIONAL PRODUCTS               ,723.48,280,SPECIAL PROGRAMS,25491,PARKS DONATIONS AND CONTRIBUTIONS  ,53025,FURNITURE & MINOR EQUIPMENT        ,2018,12
6/5/2018 0:00,T MOBILE USA INC                             ,765,100,GENERAL,22433,TACTICAL OPERATIONS                ,52226,SPECIALTY LINES - COMMUNICATIONS   ,2018,12
6/5/2018 0:00,TAD MANAGEMENT                               ,2750,280,SPECIAL PROGRAMS,25494,MCCORMICK RR PK/REV FACILITIES OPER,52190,OTHER PROFESSIONAL SERVICES        ,2018,12
6/5/2018 0:00,TDINDUSTRIES INC                             ,4015.43,600,WATER,29221,CAP TREATMENT PLANT                ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,12
6/5/2018 0:00,TENNIS EQUIPMENT SALES & SERVICES LLC        ,1442.52,100,GENERAL,2546B,PUBLIC POOL EQUIPMENT REPL         ,52190,OTHER PROFESSIONAL SERVICES        ,2018,12
6/5/2018 0:00,TESTAMERICA LABORATORIES INC                 ,50,603,WATER RECLAMATION,29470,WATER RECLAMATION LABORATORY       ,52151,LABORATORY TESTING                 ,2018,12
6/5/2018 0:00,THATCHER COMPANY OF ARIZONA                  ,584.45,100,GENERAL,25410,MAINTENANCE - FOUNTAINS & AQUATICS ,53040,CHEMICALS & LABORATORY SUPPLIES    ,2018,12
6/5/2018 0:00,THE SCOTTSDALE PHILHARMONIC INC              ,4250,285,TOURISM DEVELOPMENT,21711,EVENT RETENTION AND DEVELOPMENT    ,52183,EVENT DEVELOPMENT/RETENTION        ,2018,12
6/5/2018 0:00,THE UNIVERSITY OF ARIZONA                    ,2000,600,WATER,29125,WATER CONSERVATION                 ,52829,PUBLIC EDUCATION OUTREACH          ,2018,12
6/5/2018 0:00,TORI WEST                                    ,197.72,100,GENERAL,25455,ADULT SPORTS PROGRAMS              ,52190,OTHER PROFESSIONAL SERVICES        ,2018,12
6/5/2018 0:00,UNIVAR USA INC                               ,5624.19,603,WATER RECLAMATION,29380,WATER CAMPUS WATER RECLAMATION PLNT,53052,CLEANING CHEMICAL(TAXABLE)         ,2018,12
6/5/2018 0:00,URBAN FOREST TREE CARE INC                   ,1431,600,WATER,29201,WATER DISTRIBUTION                 ,52190,OTHER PROFESSIONAL SERVICES        ,2018,12
6/5/2018 0:00,VALLEY RAIN CONSTRUCTION INC                 ,64745.92,410,CIP TRANSPORTATION PRIVILEGE TAX ,YD18A,TRAIL IMPROVEMENT PROGRAM          ,56084,CONT - STREETS                     ,2018,12
6/5/2018 0:00,VALLEY RAIN CONSTRUCTION INC                 ,123854.87,444,2002 GO BONDS,DB50A,SCOTTS RD PRES & STREETSCAPE ENHANC,56086,CONT - OTHER                       ,2018,12
6/5/2018 0:00,VARIDESK LLC                                 ,3402.43,100,GENERAL,1050,CIVIL DIVISION                     ,53025,FURNITURE & MINOR EQUIPMENT        ,2018,12
6/5/2018 0:00,VARIDESK LLC                                 ,3090.29,100,GENERAL,1051,PROSECUTION                        ,53025,FURNITURE & MINOR EQUIPMENT        ,2018,12
6/5/2018 0:00,VINCON ENGINEERING CONSTRUCTION LLC          ,37561.8,410,CIP TRANSPORTATION PRIVILEGE TAX ,YE29A,PAVEMENT OVERLAY PROGRAM           ,56084,CONT - STREETS                     ,2018,12
6/5/2018 0:00,WILLIAMS SCOTSMAN INC                        ,391.29,642,CIP AIRPORT,AB59A,AIRPORT TERMINAL AREA RDVLOPMENT PR,56029,BLDG - RELOCATION SERVICES         ,2018,12
6/6/2018 0:00,AARON BROWN                                  ,270,100,GENERAL,25451,LEISURE EDUCATION PROGRAMS         ,52190,OTHER PROFESSIONAL SERVICES        ,2018,12
6/6/2018 0:00,ACE UNIFORMS OF PHOENIX                      ,4218.55,100,GENERAL,22607,RESOURCE MANAGEMENT                ,53050,CLOTHING & PERSONAL PROTECT EQUIP  ,2018,12
6/6/2018 0:00,ADP INTERPRETING LLC                         ,300,100,GENERAL,1080,COURT                              ,52170,COURT REPORTERS/TRANSCRIPTION SERV ,2018,12
6/6/2018 0:00,AHS RESCUE                                   ,52.64,100,GENERAL,22013,FIRE-RESCUE TECHNICAL RESCUE TEAM  ,53050,CLOTHING & PERSONAL PROTECT EQUIP  ,2018,12
6/6/2018 0:00,AHS RESCUE                                   ,120.99,100,GENERAL,22013,FIRE-RESCUE TECHNICAL RESCUE TEAM  ,53720,SMALL TOOLS & EQUIPMENT            ,2018,12
6/6/2018 0:00,AHS RESCUE                                   ,988.91,100,GENERAL,22013,FIRE-RESCUE TECHNICAL RESCUE TEAM  ,53790,"MAT TO MAINT & REPAIR MACH, EQUIP  ",2018,12
6/6/2018 0:00,ALAN BOCKAL                                  ,560,100,GENERAL,25451,LEISURE EDUCATION PROGRAMS         ,52190,OTHER PROFESSIONAL SERVICES        ,2018,12
6/6/2018 0:00,ALL CITY TOWING                              ,65.65,100,GENERAL,22200,PATROL SERVICES                    ,52640,"FREIGHT, STORAGE & TOWING          ",2018,12
6/6/2018 0:00,APACHE TAXI                                  ,650.91,200,TRANSPORTATION,21110,TRANSIT OPERATIONS                 ,52866,TAXI VOUCHER PROGRAM               ,2018,12
6/6/2018 0:00,ARIZONA DEPARTMENT OF PUBLIC SAFETY          ,88,100,GENERAL,23510,TAX AND LICENSE ADMINISTRATION     ,52190,OTHER PROFESSIONAL SERVICES        ,2018,12
6/6/2018 0:00,AUSTEN GEORGE                                ,42,100,GENERAL,22219,TRAINING                           ,52230,OVERNIGHT TRAIN/BUSINESS CONF TRAVL,2018,12
6/6/2018 0:00,BEAU JOHN ROBINS                             ,42,100,GENERAL,22219,TRAINING                           ,52230,OVERNIGHT TRAIN/BUSINESS CONF TRAVL,2018,12
6/6/2018 0:00,BRENNTAG PACIFIC INC                         ,9443.61,600,WATER,29221,CAP TREATMENT PLANT                ,53052,CLEANING CHEMICAL(TAXABLE)         ,2018,12
6/6/2018 0:00,BUG OFF PEST CONTROL LLC                     ,182,600,WATER,29280,WELL SITES                         ,52190,OTHER PROFESSIONAL SERVICES        ,2018,12
